current_body_type,goal_body_type,age,height,weight,sleep_hours,exercise_frequency,daily_steps,alcohol_consumption,smoking,calorie_intake,protein_intake,fat_intake,BMI,activity_level,recommended_calories,recommended_protein,recommended_fat,recommended_carbs
skinny,recomposition,55,173,85.6,6.4,0,6296,1,0,2220,71.8,67.3,28.6,active,2941,180.3,77.1,381.5
normal,fat_loss,21,180,110.0,8.5,4,9281,1,0,2595,125.5,72.9,33.95,light,2592,227.3,80.1,240.5
overweight,recomposition,18,187,58.0,5.8,0,10532,1,0,2605,81.6,98.4,16.59,moderate,2636,101.3,70.1,400.0
overweight,recomposition,42,164,82.9,7.7,4,2818,0,0,3043,79.9,61.2,30.82,sedentary,1902,158.5,62.7,175.9
overweight,muscle_gain,40,157,62.7,8.6,4,10020,0,1,2432,88.9,81.8,25.44,sedentary,2182,118.6,55.5,302.0
normal,muscle_gain,19,181,86.4,8.7,5,8480,1,0,3107,128.5,90.1,26.37,active,3785,175.3,87.8,573.4
overweight,fat_loss,30,185,96.4,7.1,4,9283,1,0,2671,81.5,118.1,28.17,light,2401,197.1,68.9,248.1
overweight,recomposition,36,174,69.5,6.6,6,6235,1,1,3029,83.9,77.4,22.96,light,2178,133.1,53.9,290.1
overweight,recomposition,33,173,107.0,7.4,2,14085,1,0,2289,107.4,66.2,35.75,sedentary,2368,179.8,55.5,287.3
skinny,fat_loss,33,155,89.8,6.7,3,7719,0,1,2726,123.7,101.1,37.38,active,2633,151.2,74.3,339.9
skinny,muscle_gain,23,177,77.9,8.6,6,11149,0,0,1971,63.6,97.0,24.87,light,2878,140.4,83.6,391.0
skinny,recomposition,48,158,81.8,8.3,2,3647,1,0,2371,73.6,113.9,32.77,light,2066,157.2,63.5,216.4
normal,fat_loss,47,159,91.2,5.1,3,9045,0,0,2232,77.8,77.6,36.07,sedentary,1535,153.4,46.5,125.7
overweight,fat_loss,21,180,55.0,7.7,4,11321,1,1,2798,67.8,86.5,16.98,sedentary,1546,100.7,37.5,201.4
skinny,recomposition,54,164,94.1,7.8,5,8246,1,1,2314,140.7,52.7,34.99,active,2876,199.6,69.6,362.8
normal,fat_loss,39,181,46.6,6.2,1,7679,1,0,2344,53.0,112.2,14.22,active,1994,88.3,54.8,286.9
skinny,recomposition,33,176,92.2,8.1,0,11827,1,0,2326,133.1,115.6,29.76,moderate,2911,172.1,73.0,391.4
overweight,muscle_gain,40,169,94.1,6.7,1,12248,0,1,2657,81.1,88.7,32.95,sedentary,2507,183.3,64.2,299.0
skinny,muscle_gain,54,166,107.4,5.6,0,9270,1,0,2642,98.4,74.3,38.98,moderate,3242,180.6,88.4,431.0
skinny,recomposition,23,188,54.0,6.7,4,2302,1,1,2598,57.8,50.3,15.28,sedentary,1886,115.3,60.6,219.9
overweight,muscle_gain,51,183,45.6,7.3,3,5858,0,0,2759,68.3,60.6,13.62,sedentary,2005,99.5,57.0,273.5
skinny,recomposition,52,156,68.1,8.4,1,9092,0,1,1832,64.5,105.1,27.98,sedentary,1781,128.2,48.5,207.9
normal,fat_loss,19,167,59.4,5.8,2,14857,1,0,2049,72.9,92.7,21.3,light,1655,123.0,38.9,203.2
overweight,fat_loss,41,179,65.9,7.8,4,3272,0,0,2373,90.5,111.3,20.57,sedentary,1408,136.1,40.2,125.4
overweight,recomposition,24,157,55.1,5.4,3,3614,1,0,3161,48.2,118.7,22.35,moderate,2182,115.1,55.4,305.8
normal,fat_loss,30,162,105.7,7.5,3,11560,0,0,2239,85.8,80.0,40.28,moderate,2648,215.4,72.0,284.6
normal,muscle_gain,23,185,72.3,7.1,4,5262,0,0,2047,60.5,97.1,21.12,active,3538,142.7,113.6,486.2
overweight,fat_loss,48,169,69.1,6.9,2,14364,1,1,2930,88.5,99.6,24.19,active,2154,116.5,67.5,270.1
skinny,fat_loss,19,169,52.7,7.5,2,11107,0,0,1871,77.4,81.1,18.45,moderate,1914,85.6,46.4,288.5
skinny,muscle_gain,51,170,66.3,5.8,6,6590,1,0,2070,56.5,82.8,22.94,active,2955,123.9,96.5,397.7
normal,recomposition,27,165,90.2,5.2,5,3968,0,1,2296,78.7,52.1,33.13,active,3052,144.9,84.7,427.5
skinny,muscle_gain,19,184,50.1,5.8,2,10204,0,0,1988,56.3,61.7,14.8,sedentary,2257,99.6,70.1,306.9
normal,fat_loss,47,161,73.2,8.4,2,10708,1,0,3153,68.3,74.5,28.24,light,1682,152.2,49.7,156.5
normal,muscle_gain,36,162,64.4,8.5,1,10597,0,1,2726,61.0,62.0,24.54,light,2484,106.2,75.0,346.1
skinny,muscle_gain,33,171,97.0,5.6,4,12856,1,1,2519,107.9,98.4,33.17,active,3700,158.2,104.3,532.1
skinny,muscle_gain,43,163,67.7,8.4,3,14853,0,0,1930,76.3,110.2,25.48,moderate,2646,148.7,64.0,368.8
overweight,muscle_gain,24,161,73.5,6.6,2,5799,0,1,1884,79.9,68.6,28.36,sedentary,2445,147.8,76.2,292.0
skinny,fat_loss,45,152,101.7,7.5,6,14191,0,0,2297,151.3,104.8,44.02,light,1977,209.5,49.1,174.3
overweight,recomposition,47,169,78.5,8.6,4,11354,0,1,2783,72.0,118.5,27.49,sedentary,1977,130.6,52.1,246.4
normal,fat_loss,47,185,95.7,5.9,5,6379,0,0,2850,78.1,92.3,27.96,moderate,2586,202.6,59.2,310.7
skinny,fat_loss,35,175,96.9,6.4,4,11720,0,1,2742,133.8,101.0,31.64,sedentary,1847,198.3,49.5,152.1
skinny,fat_loss,24,168,82.2,6.1,2,2214,1,0,3104,71.6,92.2,29.12,active,2557,169.4,75.6,299.8
normal,recomposition,47,170,97.6,7.8,2,4752,0,1,1975,133.3,75.6,33.77,active,3108,204.2,103.2,340.6
skinny,recomposition,35,154,51.4,7.1,5,3432,1,1,2041,74.7,97.1,21.67,light,1770,94.9,42.6,251.8
normal,recomposition,46,160,68.8,8.8,4,5666,1,1,2436,75.8,71.1,26.87,moderate,2357,125.5,76.1,292.5
overweight,muscle_gain,39,150,48.1,6.0,6,2498,1,0,2885,68.0,87.9,21.38,active,2515,79.2,70.1,391.8
skinny,muscle_gain,50,170,85.6,6.1,3,4093,0,1,1814,77.6,66.4,29.62,sedentary,2503,185.9,58.6,308.0
skinny,recomposition,30,153,93.2,8.2,1,4272,1,0,2520,113.2,79.8,39.81,active,3042,171.7,74.4,421.4
skinny,fat_loss,35,182,53.1,6.4,1,11375,0,0,2155,68.5,103.9,16.03,sedentary,1396,86.0,35.9,182.2
normal,recomposition,54,153,62.4,6.0,6,13494,1,1,2854,61.3,59.6,26.66,active,2184,126.6,48.9,309.4
skinny,muscle_gain,46,150,85.0,7.5,2,5420,0,0,3011,73.6,117.0,37.78,sedentary,2293,141.2,57.5,302.7
skinny,recomposition,37,167,105.4,6.0,6,8565,0,0,1853,89.2,71.6,37.79,moderate,2937,215.3,85.4,326.8
normal,recomposition,49,186,48.0,7.6,5,7548,1,0,2265,70.9,68.8,13.87,sedentary,1693,83.8,47.2,233.2
normal,fat_loss,28,178,105.1,5.2,0,8772,0,0,2755,85.2,72.8,33.17,sedentary,2128,212.8,70.1,161.5
overweight,recomposition,48,168,94.9,8.7,5,14512,0,1,2082,117.9,115.3,33.62,sedentary,2077,202.1,51.6,201.1
skinny,muscle_gain,40,182,51.8,5.9,0,13308,0,0,2655,67.0,69.8,15.64,sedentary,2134,110.1,49.1,312.9
skinny,muscle_gain,22,163,61.6,5.2,6,11763,0,1,2960,72.7,114.6,23.18,sedentary,2220,106.4,73.9,282.3
skinny,fat_loss,21,176,77.5,6.9,3,11646,1,1,2790,95.7,109.3,25.02,moderate,2330,161.5,63.9,277.2
skinny,muscle_gain,33,160,70.9,7.6,5,12540,1,0,2503,71.1,78.7,27.7,light,2598,142.8,80.9,324.7
normal,muscle_gain,32,154,109.9,8.8,2,8086,0,1,2785,129.4,92.7,46.34,active,3588,197.0,109.3,454.1
normal,fat_loss,25,155,72.5,8.0,3,11767,0,0,1829,90.4,113.8,30.18,moderate,2102,149.4,50.0,263.6
skinny,muscle_gain,44,187,96.2,7.3,3,8736,1,0,2504,139.4,78.0,27.51,light,2937,169.0,90.2,362.3
overweight,muscle_gain,49,187,101.3,7.6,2,12984,0,1,2095,97.7,56.6,28.97,sedentary,2691,166.3,62.8,365.1
skinny,recomposition,41,172,76.5,7.6,3,2888,0,0,2510,94.0,51.4,25.86,active,2775,156.8,92.3,329.3
skinny,fat_loss,42,150,89.5,7.8,2,5785,0,0,2011,123.2,119.5,39.78,sedentary,1603,173.8,47.0,121.2
normal,muscle_gain,40,167,48.3,6.5,0,5818,0,1,2677,57.3,59.2,17.32,light,2159,94.5,69.8,288.2
overweight,muscle_gain,38,190,99.0,7.8,1,8059,0,1,1867,105.9,54.3,27.42,active,3917,217.3,104.9,525.9
normal,recomposition,49,155,54.6,5.8,5,14087,1,0,2214,61.1,57.5,22.73,moderate,1959,114.8,56.5,247.8
normal,fat_loss,20,151,65.4,7.0,1,8918,1,0,3138,62.9,101.9,28.68,active,2277,107.4,71.8,300.3
normal,recomposition,51,190,55.1,7.9,5,2670,1,0,3042,72.5,66.3,15.26,light,2082,99.1,63.0,279.6
overweight,fat_loss,42,185,59.9,6.0,0,3237,1,0,2284,61.1,56.6,17.5,active,2243,101.2,68.9,304.5
normal,recomposition,28,176,55.0,8.1,3,14505,1,0,2984,56.8,118.8,17.76,active,2697,118.1,76.3,384.5
overweight,recomposition,27,170,54.5,8.3,3,13166,0,0,1927,62.8,90.4,18.86,moderate,2199,107.2,69.2,286.8
overweight,fat_loss,47,154,79.4,8.2,4,12009,0,1,3045,86.8,114.9,33.48,active,2268,144.1,63.5,280.0
skinny,muscle_gain,18,190,72.8,8.7,3,2862,0,0,1895,67.7,54.4,20.17,moderate,3188,132.2,84.8,474.0
normal,recomposition,24,165,71.3,7.6,1,13210,1,1,2047,62.1,62.0,26.19,moderate,2556,152.6,73.9,320.1
skinny,fat_loss,38,163,94.8,8.3,6,3672,1,0,2050,134.5,82.3,35.68,moderate,2402,174.4,77.3,252.2
overweight,fat_loss,38,156,68.0,5.4,5,6307,0,0,2248,58.7,104.0,27.94,moderate,1935,122.0,44.0,262.8
skinny,fat_loss,46,173,64.1,8.2,3,11784,0,1,2590,54.3,117.0,21.42,moderate,1949,140.2,61.2,209.4
skinny,recomposition,24,180,54.7,6.2,6,3400,0,1,2484,74.0,56.0,16.88,light,2178,110.6,61.4,295.8
skinny,fat_loss,30,165,60.2,5.2,2,7661,1,1,2279,77.9,50.3,22.11,moderate,1967,129.2,63.8,219.0
skinny,fat_loss,46,189,73.2,7.6,3,12918,0,0,2571,98.5,107.4,20.49,sedentary,1638,147.5,44.6,161.6
skinny,recomposition,55,167,80.5,7.8,4,6049,0,0,2570,84.8,52.4,28.86,active,2658,161.5,78.0,327.5
skinny,fat_loss,34,151,93.2,6.5,5,7596,1,1,1869,110.4,73.6,40.88,sedentary,1750,194.0,40.2,153.1
overweight,muscle_gain,49,161,77.4,6.3,6,14653,1,0,2013,91.0,62.4,29.86,light,2613,131.3,58.4,390.5
overweight,muscle_gain,33,182,70.4,8.5,0,4118,0,1,2015,59.3,68.5,21.25,moderate,3040,124.2,76.9,462.8
overweight,muscle_gain,45,160,108.6,5.2,6,5069,1,1,2061,101.5,56.1,42.42,active,3580,232.6,113.5,407.0
overweight,fat_loss,28,155,52.0,7.0,4,14680,0,0,2184,60.8,74.0,21.64,active,1870,97.5,45.1,268.5
normal,muscle_gain,20,164,105.0,9.0,5,9042,1,0,2696,155.1,66.6,39.04,active,3763,195.6,86.7,550.1
overweight,muscle_gain,47,158,96.4,6.9,5,11127,1,1,2129,96.7,51.9,38.62,active,3438,181.8,111.4,427.0
skinny,recomposition,20,172,46.1,5.5,0,3558,0,1,2515,65.1,118.3,15.58,moderate,2188,84.7,61.3,324.4
overweight,muscle_gain,28,171,95.1,6.8,0,12451,0,1,2708,129.1,76.3,32.52,moderate,3337,204.3,90.3,426.8
normal,fat_loss,33,168,109.5,5.8,6,4157,0,0,3101,88.2,97.1,38.8,sedentary,2029,187.5,62.7,178.7
skinny,muscle_gain,37,169,80.6,5.0,0,2197,1,1,2184,110.4,62.9,28.22,moderate,2950,153.1,89.3,383.5
normal,muscle_gain,26,182,49.6,5.6,1,6522,0,0,2034,40.4,110.4,14.97,active,3038,103.0,76.4,484.6
overweight,muscle_gain,33,181,109.7,8.6,1,12453,0,1,2916,109.9,61.4,33.48,moderate,3632,198.5,96.3,492.8
skinny,fat_loss,41,188,80.8,6.7,5,14245,1,0,2509,107.9,105.6,22.86,sedentary,1727,133.8,46.5,193.3
overweight,fat_loss,32,171,94.9,7.6,3,11236,0,0,2842,129.2,69.4,32.45,moderate,2392,201.7,71.1,236.3
overweight,muscle_gain,55,170,99.9,6.6,5,8281,1,1,2057,81.9,79.9,34.57,sedentary,2485,176.6,75.5,274.8
overweight,fat_loss,23,165,92.5,7.3,0,14342,0,1,2789,128.1,107.7,33.98,moderate,2408,190.6,61.8,272.4
overweight,muscle_gain,37,154,94.9,6.2,2,4717,1,1,2112,138.0,75.8,40.02,moderate,3072,167.3,78.4,424.3
skinny,fat_loss,39,182,75.0,6.1,0,7587,0,0,1894,88.6,76.1,22.64,moderate,2188,146.9,71.4,239.4
overweight,fat_loss,50,155,49.9,7.8,2,2089,0,1,2390,59.6,106.8,20.77,active,1690,88.2,51.7,218.0
overweight,fat_loss,19,153,64.6,7.0,3,14643,0,0,2946,84.6,60.1,27.6,active,2243,125.6,68.1,281.9
normal,muscle_gain,33,169,53.5,8.4,2,11864,1,1,2029,72.4,75.9,18.73,light,2286,95.8,55.5,350.8
skinny,muscle_gain,37,189,85.1,8.0,1,11703,1,0,1847,92.2,70.2,23.82,light,2952,179.9,90.2,355.1
normal,recomposition,49,173,85.6,7.6,5,9859,0,1,2512,125.3,82.0,28.6,moderate,2537,156.0,74.9,309.7
overweight,recomposition,38,180,68.6,8.0,4,9725,1,0,2943,87.3,55.8,21.17,light,2270,141.5,74.3,258.8
skinny,recomposition,24,189,61.5,6.4,4,6117,1,1,2783,72.2,119.3,17.22,sedentary,2009,117.7,52.8,265.8
normal,fat_loss,30,153,73.9,8.3,1,13114,0,1,1833,98.0,69.3,31.57,active,2194,123.6,60.5,288.8
overweight,recomposition,32,182,63.3,6.5,5,9383,1,0,2583,87.3,71.6,19.11,active,2779,102.6,62.4,451.8
normal,muscle_gain,33,169,54.0,5.7,2,13890,1,0,2320,70.5,57.8,18.91,sedentary,2036,113.1,60.2,260.4
overweight,fat_loss,45,158,47.1,8.5,0,4502,0,0,2159,42.4,75.3,18.87,sedentary,1200,101.0,35.8,118.4
overweight,fat_loss,36,188,87.6,5.0,5,4646,1,0,1973,107.8,85.1,24.78,sedentary,1865,148.8,43.2,220.2
skinny,muscle_gain,26,183,95.5,5.5,0,4095,1,0,2874,115.2,112.2,28.52,light,3014,167.2,73.1,421.8
skinny,recomposition,25,184,101.3,8.6,6,2227,0,0,3171,140.1,60.3,29.92,moderate,3132,164.4,69.9,461.3
overweight,muscle_gain,31,173,88.5,8.9,0,14630,0,1,2338,122.5,89.5,29.57,active,3546,168.4,102.1,488.4
normal,recomposition,47,189,55.1,7.8,5,13938,0,0,2374,69.8,77.2,15.43,sedentary,1802,110.3,44.4,240.3
overweight,recomposition,45,177,59.5,7.8,0,10403,0,1,2335,76.7,60.5,18.99,active,2549,113.8,65.2,376.8
normal,muscle_gain,38,155,70.6,8.6,3,5652,1,1,2262,71.3,107.9,29.39,moderate,2677,146.2,71.8,361.5
normal,fat_loss,52,162,95.2,5.5,2,4912,0,1,2919,78.3,63.3,36.27,light,1935,155.1,50.0,216.1
skinny,fat_loss,37,167,45.6,6.9,2,3530,0,1,3141,60.1,87.0,16.35,sedentary,1200,77.3,36.3,141.0
skinny,recomposition,48,189,99.6,7.6,5,4454,1,1,2331,112.2,119.7,27.88,light,2648,196.7,74.2,298.4
overweight,recomposition,26,184,66.1,8.8,4,7153,0,0,3101,54.1,65.9,19.52,sedentary,1966,135.2,59.8,221.8
skinny,recomposition,43,182,67.0,8.1,6,8625,1,0,2466,76.6,100.4,20.23,sedentary,1821,107.7,50.6,233.7
skinny,muscle_gain,21,170,108.3,8.9,1,11905,0,0,2922,96.0,85.0,37.47,moderate,3475,184.0,80.4,503.9
normal,fat_loss,54,161,97.3,7.5,4,2897,1,0,1827,109.1,59.3,37.54,sedentary,1584,156.5,37.3,155.6
overweight,muscle_gain,20,187,80.5,6.4,1,2925,1,0,2511,72.7,93.4,23.02,light,2945,146.9,71.7,428.0
normal,muscle_gain,55,167,108.9,5.4,5,3926,1,0,3193,133.3,66.1,39.05,light,2882,204.6,77.9,340.6
overweight,recomposition,22,162,73.1,5.8,0,3867,1,1,2677,104.5,113.4,27.85,moderate,2613,120.3,85.1,341.5
normal,fat_loss,53,153,106.7,7.2,2,10091,1,0,2057,102.0,113.1,45.58,active,2673,172.6,64.5,350.5
overweight,recomposition,31,178,60.1,5.9,0,13793,1,1,3154,59.8,97.1,18.97,active,2754,130.0,78.2,382.5
skinny,muscle_gain,19,165,75.9,8.5,6,2460,1,1,3121,86.0,51.6,27.88,light,2670,143.9,86.2,329.6
overweight,fat_loss,29,156,105.9,7.5,5,14608,1,1,2511,96.2,77.2,43.52,active,2965,172.5,86.5,374.1
normal,fat_loss,23,160,105.6,6.5,2,10406,0,1,2118,112.3,57.9,41.25,moderate,2663,229.9,82.2,250.9
skinny,fat_loss,55,171,57.8,5.6,2,7515,1,0,3113,59.9,99.5,19.77,light,1424,116.3,46.9,134.2
skinny,fat_loss,40,155,80.4,8.9,0,12730,1,1,1869,95.7,57.8,33.47,sedentary,1416,153.0,31.6,129.9
overweight,fat_loss,51,188,81.3,5.2,0,5615,0,0,3050,78.2,51.5,23.0,light,1988,131.5,49.2,254.8
skinny,recomposition,35,186,107.2,8.4,1,8585,0,1,3095,131.1,98.6,30.99,sedentary,2451,222.5,66.2,241.3
overweight,fat_loss,42,188,45.1,7.3,0,4561,0,0,2613,62.3,102.4,12.76,active,1979,85.8,61.9,269.7
overweight,fat_loss,35,167,100.7,5.0,3,11422,0,1,2262,129.4,96.2,36.11,light,2271,171.8,72.4,233.0
normal,fat_loss,21,169,100.5,7.3,4,10028,0,1,2216,144.0,65.3,35.19,sedentary,2028,167.1,46.6,235.1
normal,muscle_gain,45,181,46.8,6.4,0,4249,0,0,3123,43.9,103.2,14.29,light,2271,94.0,54.7,350.7
overweight,muscle_gain,33,177,69.1,5.8,6,9847,1,1,1975,81.9,76.9,22.06,sedentary,2343,118.2,66.8,317.2
normal,recomposition,35,183,66.7,7.5,0,10309,1,1,2156,73.9,65.6,19.92,moderate,2601,145.6,84.9,313.6
skinny,muscle_gain,33,150,50.4,6.7,1,9694,0,1,3078,70.3,54.6,22.4,light,2144,105.9,48.1,321.9
skinny,fat_loss,25,176,79.6,8.3,1,4374,0,1,2330,89.6,72.2,25.7,moderate,2444,131.7,62.9,337.8
overweight,fat_loss,49,153,66.5,6.8,0,3686,1,0,2872,92.0,77.4,28.41,light,1432,131.1,46.5,122.3
overweight,recomposition,25,182,53.3,8.1,2,2131,1,0,1979,48.9,51.8,16.09,light,2185,95.9,50.5,336.7
normal,muscle_gain,50,168,53.2,8.9,3,11921,1,1,2375,69.5,99.8,18.85,light,2169,91.6,56.8,322.9
overweight,muscle_gain,29,155,102.2,7.5,2,3356,1,0,1941,147.6,104.1,42.54,moderate,3359,200.6,92.1,431.9
normal,recomposition,27,189,49.5,5.5,6,14487,1,0,1922,70.0,77.7,13.86,active,2707,92.6,81.6,400.6
normal,muscle_gain,50,161,48.7,8.4,4,7423,0,0,1826,65.7,104.4,18.79,active,2551,86.0,75.9,381.0
skinny,recomposition,47,155,103.4,5.8,0,5156,1,1,2481,155.0,106.6,43.04,sedentary,2053,226.1,67.6,135.1
skinny,muscle_gain,47,166,59.7,8.2,1,3984,0,1,2436,88.4,96.5,21.66,active,2803,126.6,82.4,388.8
overweight,muscle_gain,48,185,64.1,7.8,0,8964,1,1,1832,94.5,114.8,18.73,active,3078,120.6,92.0,441.9
overweight,fat_loss,35,156,69.3,7.5,0,12853,1,0,2184,89.4,61.8,28.48,light,1601,129.1,44.5,171.0
skinny,fat_loss,26,159,61.2,6.3,1,6543,0,0,2795,66.9,87.5,24.21,light,1559,119.4,50.3,157.2
overweight,recomposition,31,160,66.3,8.7,5,11642,1,0,3016,80.8,84.6,25.9,light,2119,120.9,59.0,276.1
overweight,fat_loss,33,169,61.9,5.6,4,2715,0,1,2311,68.6,91.4,21.67,moderate,1869,103.1,43.1,267.2
skinny,recomposition,36,182,83.0,7.3,5,7237,0,1,1976,80.3,96.9,25.06,active,3105,173.4,88.2,404.4
normal,muscle_gain,45,164,73.9,8.8,0,8254,1,1,2918,101.1,54.7,27.48,moderate,2816,157.2,71.6,385.7
overweight,recomposition,39,174,91.6,6.3,2,8917,1,0,2760,87.2,101.5,30.25,active,3029,194.5,76.8,390.0
skinny,recomposition,44,176,48.9,8.4,6,13363,1,0,2828,67.6,105.1,15.79,active,2346,92.5,57.2,365.3
overweight,muscle_gain,19,171,55.5,6.6,5,2425,0,0,2357,66.3,72.2,18.98,sedentary,2270,109.1,68.2,304.9
normal,muscle_gain,19,160,96.1,5.3,0,6344,0,0,2361,137.6,86.6,37.54,sedentary,2604,188.4,74.8,294.3
normal,fat_loss,47,150,99.6,6.2,6,10477,0,1,2465,83.0,78.4,44.27,light,1893,172.5,52.7,182.2
overweight,fat_loss,49,171,102.3,6.3,3,10918,1,1,2172,113.2,91.7,34.99,active,2767,220.2,85.6,279.0
skinny,recomposition,55,181,92.7,5.5,2,4138,0,1,2381,91.5,92.4,28.3,sedentary,2223,166.8,63.2,246.8
overweight,fat_loss,28,174,59.2,8.7,2,13352,1,1,2775,83.3,75.6,19.55,moderate,1894,117.6,56.3,229.2
overweight,muscle_gain,35,186,84.5,6.1,5,7511,0,0,3052,72.3,88.7,24.42,sedentary,2692,162.3,73.7,344.9
skinny,fat_loss,28,174,82.1,5.1,4,14869,1,1,2069,73.0,76.3,27.12,active,2582,150.2,85.2,303.6
skinny,recomposition,41,189,78.1,7.6,1,14555,1,0,2493,74.6,57.6,21.86,moderate,2678,160.2,78.1,333.6
normal,muscle_gain,35,189,109.1,5.2,2,3564,1,1,1884,159.7,87.3,30.54,moderate,3682,190.9,85.7,536.8
normal,muscle_gain,19,179,60.5,5.4,6,10568,1,0,2990,63.8,98.1,18.88,light,2572,103.5,72.6,376.1
normal,recomposition,28,169,48.2,7.1,4,12973,1,0,3036,39.8,71.8,16.88,moderate,2086,92.5,56.7,301.4
skinny,fat_loss,34,168,82.2,7.6,5,2383,1,0,2774,86.6,87.3,29.12,active,2494,144.2,60.7,342.7
normal,muscle_gain,27,150,68.3,5.1,0,14760,1,0,2841,93.6,84.2,30.36,active,2942,141.4,90.8,389.8
skinny,muscle_gain,34,161,56.3,5.8,3,2139,1,1,1987,71.7,90.6,21.72,active,2891,97.5,94.1,413.5
overweight,fat_loss,39,158,82.3,7.3,4,8494,0,1,2940,97.1,99.8,32.97,moderate,2068,156.9,55.9,234.3
normal,muscle_gain,18,187,61.3,7.8,2,7033,1,0,2099,81.6,71.2,17.53,light,2770,123.6,70.3,410.7
overweight,recomposition,18,187,87.8,8.7,1,2685,1,0,3008,96.1,70.7,25.11,active,3456,142.5,88.7,521.9
normal,recomposition,48,156,96.6,7.3,3,3930,0,0,2473,80.7,58.7,39.69,moderate,2548,197.8,57.5,309.8
normal,fat_loss,27,182,76.1,6.3,3,13370,0,1,2589,71.1,76.0,22.97,active,2569,125.1,59.4,383.5
skinny,fat_loss,25,157,81.0,5.5,0,6060,0,1,2811,76.4,112.2,32.86,active,2417,167.2,68.3,283.4
overweight,recomposition,20,151,48.0,5.4,2,11960,1,0,2153,50.3,65.3,21.05,active,2257,88.7,50.9,361.0
skinny,muscle_gain,47,178,58.1,7.7,0,6636,0,0,2394,85.2,102.1,18.34,moderate,2727,102.4,76.0,408.4
overweight,recomposition,36,175,50.2,7.9,0,4433,0,0,2070,56.7,58.8,16.39,moderate,2128,82.5,52.1,332.3
overweight,fat_loss,22,185,108.2,6.4,0,13517,1,1,3158,133.6,83.5,31.61,sedentary,2084,174.3,57.9,216.4
overweight,recomposition,43,184,51.4,5.6,6,6606,0,0,2262,75.8,109.4,15.18,light,2049,99.4,64.9,266.8
overweight,recomposition,29,154,105.0,8.2,5,12561,1,1,2994,154.8,89.1,44.27,active,3325,194.6,81.9,452.4
skinny,muscle_gain,37,176,106.8,8.4,6,2100,1,0,2386,116.8,73.7,34.48,sedentary,2735,210.0,84.1,284.5
overweight,recomposition,52,156,100.1,5.4,1,6714,1,1,2430,117.8,87.6,41.13,sedentary,2124,163.2,48.5,258.7
skinny,recomposition,47,181,60.3,7.3,1,12136,0,0,1969,88.6,50.4,18.41,light,1998,127.6,52.2,254.4
overweight,fat_loss,27,162,62.5,8.3,2,4000,1,0,3033,57.1,81.3,23.81,light,1749,116.5,50.5,207.1
skinny,fat_loss,50,172,47.8,6.2,4,9453,1,0,2353,67.8,113.1,16.16,light,1469,100.3,42.1,172.2
normal,muscle_gain,51,179,47.5,5.8,6,10673,1,1,2730,69.8,80.4,14.82,active,2671,79.4,67.7,436.0
skinny,recomposition,31,156,91.3,8.8,4,11910,0,0,2619,120.9,104.5,37.52,light,2425,148.1,75.1,289.2
overweight,muscle_gain,21,172,47.0,8.1,3,3885,1,1,2338,60.5,80.1,15.89,light,2420,93.9,75.1,342.1
normal,recomposition,20,187,86.0,8.5,6,11803,1,0,2667,127.7,75.2,24.59,light,2650,163.0,62.6,358.6
skinny,fat_loss,44,190,70.8,5.2,3,4490,1,1,2467,85.4,56.6,19.61,light,1942,126.5,57.5,229.6
skinny,muscle_gain,52,183,61.3,6.3,4,5460,0,1,2864,77.4,102.8,18.3,active,3049,102.1,74.7,492.1
normal,fat_loss,49,179,56.1,6.6,1,11759,0,1,2301,76.1,99.3,17.51,moderate,1756,94.7,56.6,216.9
overweight,muscle_gain,51,158,98.7,6.2,4,8077,0,0,2366,119.2,88.8,39.54,active,3405,192.6,98.5,437.0
normal,fat_loss,48,159,67.5,8.0,4,11797,1,1,2037,86.9,88.4,26.7,active,1998,123.0,46.4,272.1
normal,muscle_gain,52,186,68.9,6.3,4,6592,1,0,2090,97.5,101.8,19.92,light,2538,114.8,68.0,366.7
overweight,recomposition,25,154,104.7,5.3,5,8037,1,1,2058,150.8,102.5,44.15,moderate,2898,174.1,69.1,394.9
normal,fat_loss,28,176,89.9,5.7,4,14024,0,1,2377,117.0,75.0,29.02,moderate,2396,165.8,53.4,313.1
skinny,muscle_gain,40,175,69.8,7.5,1,11435,1,1,2719,91.6,73.7,22.79,active,3055,131.9,100.6,405.5
normal,fat_loss,34,187,51.3,5.0,1,4128,1,1,1843,43.9,103.8,14.67,active,2133,98.0,48.1,327.0
normal,fat_loss,22,159,109.3,7.8,3,13464,1,0,2100,123.5,84.4,43.23,light,2370,232.1,53.3,240.5
skinny,muscle_gain,28,190,108.4,5.3,2,3446,0,0,1929,123.8,93.9,30.03,sedentary,3063,200.8,85.0,373.7
skinny,fat_loss,29,180,94.9,5.6,4,14135,1,0,2672,136.8,97.8,29.29,sedentary,2001,174.9,50.8,211.1
overweight,recomposition,35,179,85.2,6.6,4,10807,0,1,1985,105.9,81.3,26.59,light,2536,149.6,71.6,323.3
skinny,muscle_gain,37,182,75.6,6.1,2,4346,0,0,2323,76.8,86.2,22.82,active,3445,144.7,107.0,475.8
overweight,muscle_gain,23,180,64.8,6.0,1,14070,1,1,1957,88.5,113.4,20.0,active,3239,127.6,91.0,477.4
overweight,recomposition,42,168,75.1,6.4,1,13929,1,1,2239,60.4,73.9,26.61,moderate,2523,154.1,61.4,338.5
